sender_domain,sender_has_numbers,sender_domain_length,receiver_domain,domain_mismatch,subject_length,subject_num_exclamations,subject_num_caps,subject_has_spam_words,body_length,body_num_links,body_num_exclamations,body_has_spam_words,email_hour,email_day_of_week,label
standingupforillinois.org,0,25,,1,65,1,6,0,455,1,1,0,6.0,2.0,1
zonker.net,0,10,solidonline.dk,1,45,0,9,0,907,2,0,0,22.0,1.0,0
centcom.mil,1,11,gvc.ceas-challenge.cc,1,24,0,1,0,66,1,0,0,22.0,1.0,1
rottentomatoes.com,0,18,gvc.ceas-challenge.cc,1,60,0,3,0,322,1,0,1,22.0,1.0,1
telefonica.net,0,14,opensuse.org,1,73,0,7,0,1213,0,0,1,4.0,2.0,0
usimmigrationsupport.org,0,24,gvc.ceas-challenge.cc,1,36,3,6,0,246,1,1,0,0.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,26,0,1,0,188,2,0,0,20.0,1.0,1
nl.internet.com,1,15,gvc.ceas-challenge.cc,1,51,0,6,0,18964,134,1,1,19.0,1.0,0
acns.com,0,8,gvc.ceas-challenge.cc,1,46,0,6,0,383,1,1,0,5.0,2.0,1
allkey.com,0,10,gvc.ceas-challenge.cc,1,29,0,3,0,163,1,0,0,5.0,2.0,1
google.com,0,10,gvc.ceas-challenge.cc,1,39,0,6,0,589,0,0,0,4.0,2.0,1
charter.net,0,11,googlegroups.com,1,28,0,3,0,1092,1,0,0,20.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,18,0,1,0,78,1,0,0,23.0,1.0,1
candcprinting.com,1,17,gvc.ceas-challenge.cc,1,31,0,1,0,89,1,0,0,0.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,38,0,1,0,100,1,0,0,0.0,2.0,1
hellmann.net,0,12,gvc.ceas-challenge.cc,1,29,0,2,0,312,0,0,1,1.0,2.0,1
webpundits.com,0,14,gvc.ceas-challenge.cc,1,44,0,1,0,335,0,0,1,13.0,2.0,1
coastharboreng.com,0,18,gvc.ceas-challenge.cc,1,45,0,1,0,69,0,0,0,22.0,1.0,1
v.loewis.de,0,11,skippinet.com.au,1,50,0,5,0,2869,2,0,1,4.0,2.0,0
rydsbo.net,0,10,opensuse.org,1,92,0,3,0,1471,0,0,0,4.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,34,0,2,0,107,1,0,0,5.0,2.0,1
freeler.nl,0,10,gvc.ceas-challenge.cc,1,16,0,0,0,304,0,0,1,1.0,2.0,1
ains-inc.com,0,12,gvc.ceas-challenge.cc,1,11,0,1,0,323,0,0,1,2.0,2.0,1
timmer.net,0,10,gvc.ceas-challenge.cc,1,58,0,1,0,396,1,0,0,22.0,1.0,1
issues.apache.org,0,17,spamassassin.apache.org,1,61,1,7,0,550,3,0,1,19.0,1.0,0
ll-tele.fi,0,10,gvc.ceas-challenge.cc,1,17,0,0,0,83,1,2,0,6.0,2.0,1
perl.org,0,8,perl.org,0,107,0,15,0,868,2,0,0,17.0,1.0,0
issues.apache.org,0,17,spamassassin.apache.org,1,65,0,5,0,812,1,0,0,19.0,1.0,0
teknoparquet.it,0,15,gvc.ceas-challenge.cc,1,41,0,1,0,1504,0,0,0,3.0,2.0,1
thedonnerscompany.com,1,21,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,4.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,39,0,1,0,67,1,0,0,20.0,1.0,1
innovativepkginc.com,1,20,gvc.ceas-challenge.cc,1,31,0,4,0,177,1,0,0,0.0,2.0,1
shakespeare.com,0,15,gvc.ceas-challenge.cc,1,65,1,6,0,244,1,0,1,6.0,2.0,1
gmail.com,0,9,gvc.ceas-challenge.cc,1,50,1,1,0,495,2,3,0,21.0,1.0,1
cnzhongao.com,0,13,gvc.ceas-challenge.cc,1,77,0,1,0,100,0,0,0,0.0,2.0,1
hrk.pvtnet.cz,0,13,gvc.ceas-challenge.cc,1,23,0,1,0,312,1,2,0,5.0,2.0,1
email.smithsonian.com,0,21,gvc.ceas-challenge.cc,1,38,0,2,0,3653,12,2,1,3.0,2.0,0
reply.digitalriver.com,0,22,gvc.ceas-challenge.cc,1,43,0,5,1,2979,4,5,1,19.0,1.0,0
pelmorex.ca,0,11,gvc.ceas-challenge.cc,1,43,0,5,0,2139,0,0,1,23.0,1.0,0
mso.marthastewart.com,0,21,gvc.ceas-challenge.cc,1,38,0,5,0,3502,0,2,1,22.0,1.0,0
chinacase.com,0,13,gvc.ceas-challenge.cc,1,17,0,0,0,80,1,2,0,6.0,2.0,1
youtubecatcher.com,0,18,gvc.ceas-challenge.cc,1,46,0,6,0,431,1,0,0,0.0,2.0,1
phynx.com,0,9,gvc.ceas-challenge.cc,1,11,0,1,0,304,0,0,1,1.0,2.0,1
sutherlandagency.com,0,20,gvc.ceas-challenge.cc,1,19,0,1,0,176,1,0,0,23.0,1.0,1
euro-mail.nl,0,12,gvc.ceas-challenge.cc,1,35,0,1,0,319,1,2,0,5.0,2.0,1
perl.org,0,8,perl.org,0,63,0,9,0,1397,2,0,0,17.0,1.0,0
euro-mail.nl,0,12,gvc.ceas-challenge.cc,1,32,1,1,0,326,1,2,1,5.0,2.0,1
v.loewis.de,0,11,skippinet.com.au,1,49,0,5,0,2864,2,0,1,4.0,2.0,0
boral.com,0,9,gvc.ceas-challenge.cc,1,48,0,1,0,301,0,1,1,1.0,2.0,1
owo.com,0,7,gvc.ceas-challenge.cc,1,21,0,1,0,319,0,1,1,1.0,2.0,1
ispnewyork.com,0,14,gvc.ceas-challenge.cc,1,13,0,0,0,198,1,0,0,22.0,1.0,1
elpais.es,0,9,gvc.ceas-challenge.cc,1,29,0,2,0,329,0,0,1,1.0,2.0,1
mac.com,0,7,xs4all.nl,1,60,0,10,0,452,0,0,0,5.0,2.0,0
jillormond.com,0,14,gvc.ceas-challenge.cc,1,21,0,1,0,60,1,0,0,0.0,2.0,1
aquanovapoolnspa.com,1,20,gvc.ceas-challenge.cc,1,17,0,3,0,253,0,1,0,6.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,38,0,1,0,88,1,0,0,6.0,2.0,1
hashkedim.com,0,13,opensuse.org,1,46,0,2,0,915,0,0,0,5.0,2.0,0
google.com,0,10,gvc.ceas-challenge.cc,1,32,0,2,0,594,0,0,0,3.0,2.0,1
telefonica.net,0,14,opensuse.org,1,33,0,5,0,833,0,0,0,4.0,2.0,0
cooper.edu,1,10,gvc.ceas-challenge.cc,1,52,0,1,0,55,0,3,0,1.0,2.0,1
google.com,0,10,gvc.ceas-challenge.cc,1,61,0,1,0,598,0,0,0,4.0,2.0,1
tjewels.com,0,11,gvc.ceas-challenge.cc,1,19,0,3,0,91,0,1,0,6.0,2.0,1
fh-augsburg.de,0,14,gvc.ceas-challenge.cc,1,24,0,1,0,81,1,2,0,6.0,2.0,1
bmi.bund.de,0,11,gvc.ceas-challenge.cc,1,34,0,1,0,99,1,1,0,5.0,2.0,1
physics.org,0,11,gvc.ceas-challenge.cc,1,25,0,1,0,317,0,0,1,1.0,2.0,1
v.loewis.de,0,11,cheimes.de,1,36,0,3,0,1449,2,0,1,4.0,2.0,0
vectorbd.com,0,12,gvc.ceas-challenge.cc,1,10,0,1,0,299,0,0,1,1.0,2.0,1
stu.be,0,6,gvc.ceas-challenge.cc,1,16,0,3,0,247,0,0,0,22.0,1.0,1
brs-paris.com,0,13,gvc.ceas-challenge.cc,1,40,0,1,0,146,0,3,1,1.0,2.0,1
lytrules.com,0,12,gvc.ceas-challenge.cc,1,25,0,1,0,316,0,0,1,1.0,2.0,1
tamias.net,1,10,xs4all.nl,1,60,0,10,0,329,0,0,0,23.0,1.0,0
swampgasbooks.com,0,17,gvc.ceas-challenge.cc,1,18,0,3,0,251,0,0,0,4.0,2.0,1
apache.org,0,10,spamassassin.apache.org,1,83,0,0,0,908,2,0,0,3.0,2.0,0
abalada.com,0,11,gvc.ceas-challenge.cc,1,25,0,3,0,152,1,0,0,0.0,2.0,1
baseballprospectus.com,0,22,gvc.ceas-challenge.cc,1,52,0,2,0,172,1,0,0,22.0,1.0,1
schetterer.org,0,14,megan.vbhcs.org,1,47,0,6,0,334,0,0,0,4.0,2.0,0
plateltex.com,0,13,gvc.ceas-challenge.cc,1,32,2,2,0,72,1,1,0,0.0,2.0,1
istruzione.it,0,13,gvc.ceas-challenge.cc,1,75,2,8,1,1478,0,3,0,1.0,2.0,1
precast.org,0,11,gvc.ceas-challenge.cc,1,32,0,1,0,315,0,0,1,1.0,2.0,1
netinform.hu,0,12,postfix.org,1,18,0,3,0,2275,0,0,1,4.0,2.0,0
dncinc.com,1,10,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,22.0,1.0,1
paulmetcalf.com,1,15,gvc.ceas-challenge.cc,1,47,0,7,0,167,1,0,0,19.0,1.0,1
cityrama.at,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,18.0,1.0,1
v.loewis.de,0,11,cheimes.de,1,49,0,5,0,1444,2,0,1,4.0,2.0,0
hashkedim.com,0,13,opensuse.org,1,33,0,5,0,1037,0,0,0,5.0,2.0,0
stjosephisland.com,0,18,gvc.ceas-challenge.cc,1,21,0,3,0,252,0,0,0,4.0,2.0,1
google.com,0,10,gvc.ceas-challenge.cc,1,32,0,1,0,580,0,0,0,0.0,2.0,1
gmail.com,1,9,cs.columbia.edu,1,43,0,6,0,995,2,1,1,22.0,1.0,0
teamebiz.com,0,12,gvc.ceas-challenge.cc,1,19,0,3,0,251,0,0,0,21.0,1.0,1
calstrawberry.org,0,17,gvc.ceas-challenge.cc,1,44,0,1,0,330,0,0,1,1.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,38,0,1,0,158,2,0,1,23.0,1.0,1
gmail.com,0,9,postfix.org,1,48,0,1,0,4590,0,0,1,20.0,1.0,0
merriam-webster.com,0,19,gvc.ceas-challenge.cc,1,39,1,30,0,158,1,0,0,4.0,2.0,1
newsletters.online.com,0,22,gvc.ceas-challenge.cc,1,29,0,1,0,2168,0,0,1,19.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,35,0,1,0,80,1,0,0,23.0,1.0,1
sysman.nl,0,9,gvc.ceas-challenge.cc,1,14,0,3,0,243,0,0,0,9.0,2.0,1
movieshack.co.nz,0,16,gvc.ceas-challenge.cc,1,40,0,4,0,1380,3,1,1,16.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,25,0,1,0,97,1,0,0,4.0,2.0,1
laposte.net,0,11,gvc.ceas-challenge.cc,1,48,0,1,0,317,0,0,1,4.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,25,0,1,0,100,1,0,1,4.0,2.0,1
apache.org,0,10,spamassassin.apache.org,1,59,0,0,0,3176,2,1,0,3.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,24,0,1,0,110,1,0,0,0.0,2.0,1
actfl.org,0,9,gvc.ceas-challenge.cc,1,34,0,1,0,164,1,1,0,22.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,28,0,1,0,67,1,0,0,23.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,26,0,1,0,103,1,0,1,23.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,34,0,1,0,179,2,0,0,4.0,2.0,1
dmfseniors.org,0,14,gvc.ceas-challenge.cc,1,25,0,1,0,308,0,0,1,1.0,2.0,1
secil.pt,0,8,gvc.ceas-challenge.cc,1,25,0,2,0,98,0,1,0,1.0,2.0,1
hci.ucsd.edu,0,12,gvc.ceas-challenge.cc,1,30,0,1,0,285,1,3,0,22.0,1.0,1
b3ta.com,1,8,yahoogroups.com,1,81,0,1,0,11355,27,1,1,3.0,2.0,0
neiu.edu,0,8,cs.orst.edu,1,41,0,6,0,167,0,0,0,18.0,1.0,0
attglobal.net,0,13,gvc.ceas-challenge.cc,1,33,0,0,0,313,0,0,1,1.0,2.0,1
thegerbil.com,1,13,gvc.ceas-challenge.cc,1,23,0,2,0,198,1,0,1,7.0,2.0,1
hum.ku.dk,0,9,gvc.ceas-challenge.cc,1,35,0,1,0,85,1,1,0,5.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,39,0,1,0,103,1,0,1,23.0,1.0,1
porcupine.org,0,13,postfix.org,1,22,0,4,0,1471,0,0,0,22.0,1.0,0
google.com,0,10,gvc.ceas-challenge.cc,1,32,0,1,0,590,0,0,0,3.0,2.0,1
4evolution.ch,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,17.0,1.0,1
15-parkrow.com,1,14,gvc.ceas-challenge.cc,1,29,0,5,0,160,1,0,0,23.0,1.0,1
pletschette.net,1,15,gvc.ceas-challenge.cc,1,24,0,4,0,179,1,0,0,0.0,2.0,1
semosafehouse.org,1,17,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,18.0,1.0,1
gist.ac.kr,0,10,listserver.tue.nl,1,112,0,19,0,331,1,0,0,12.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,38,0,1,0,111,1,0,1,5.0,2.0,1
publituris.pt,0,13,gvc.ceas-challenge.cc,1,17,0,0,0,83,1,2,0,6.0,2.0,1
asmpt.com,0,9,gvc.ceas-challenge.cc,1,11,0,1,0,319,0,0,1,1.0,2.0,1
porcupine.org,0,13,gmail.com,1,52,0,2,0,673,0,0,0,22.0,1.0,0
visionyourhealth.com,1,20,gvc.ceas-challenge.cc,1,41,0,7,0,168,1,0,0,22.0,1.0,1
vdc.com.vn,0,10,gvc.ceas-challenge.cc,1,32,0,1,0,322,0,0,1,1.0,2.0,1
channel4.com,1,12,,1,32,0,1,0,5590,7,0,1,3.0,2.0,0
orange.net,0,10,gvc.ceas-challenge.cc,1,10,0,1,0,38,0,0,0,1.0,2.0,1
mediaaccess.org,0,15,gvc.ceas-challenge.cc,1,36,3,6,0,198,1,1,0,6.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,35,0,1,0,95,1,0,0,5.0,2.0,1
cox.net,0,7,cs.orst.edu,1,45,0,7,0,538,0,0,0,18.0,1.0,0
designedlearning.com,1,20,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,18.0,1.0,1
unifr.ch,0,8,yahoogroups.com,1,70,1,1,0,675,1,0,0,19.0,1.0,0
automotion.co.uk,0,16,gvc.ceas-challenge.cc,1,37,0,0,0,297,0,0,1,1.0,2.0,1
netinform.hu,0,12,postfix.org,1,22,0,4,0,507,0,0,0,4.0,2.0,0
jollyjoetimmer.com,0,18,gvc.ceas-challenge.cc,1,49,0,4,0,145,1,3,0,22.0,1.0,1
v.loewis.de,0,11,cheimes.de,1,49,0,5,0,1194,2,0,1,4.0,2.0,0
thecardshow.com,0,15,gvc.ceas-challenge.cc,1,17,0,3,0,92,0,1,0,6.0,2.0,1
google.com,0,10,gvc.ceas-challenge.cc,1,25,0,1,0,580,0,0,0,3.0,2.0,1
megan.vbhcs.org,0,15,postfix.org,1,47,0,7,0,604,0,0,0,21.0,1.0,0
thermo-king.com,0,15,gvc.ceas-challenge.cc,1,36,0,0,0,298,0,0,1,1.0,2.0,1
co.manatee.fl.us,0,16,gvc.ceas-challenge.cc,1,34,1,1,0,341,1,2,1,22.0,1.0,1
bloodgate.com,0,13,perl.org,1,73,0,2,0,2059,2,0,1,5.0,2.0,0
theamericandreaminc.com,0,23,gvc.ceas-challenge.cc,1,17,0,3,0,253,0,1,0,20.0,1.0,1
wikipedia.org,0,13,gvc.ceas-challenge.cc,1,60,1,9,0,238,1,1,0,22.0,1.0,1
porcupine.org,0,13,postfix.org,1,22,0,4,0,1683,1,0,0,22.0,1.0,0
progressive.co.nz,0,17,gvc.ceas-challenge.cc,1,44,0,8,1,1129,2,0,1,1.0,2.0,0
mbservices.net,1,14,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,19.0,1.0,1
geocities.com,0,13,gvc.ceas-challenge.cc,1,30,0,4,0,176,1,0,0,21.0,1.0,1
interkom.pl,0,11,gvc.ceas-challenge.cc,1,24,0,1,0,89,1,2,0,6.0,2.0,1
gmail.com,0,9,googlegroups.com,1,31,0,0,0,985,2,0,1,20.0,1.0,0
nanasdaycare.com,1,16,gvc.ceas-challenge.cc,1,28,0,5,0,165,1,0,0,22.0,1.0,1
raynixon.com,0,12,gvc.ceas-challenge.cc,1,37,0,0,0,325,0,0,1,1.0,2.0,1
solutti.com.br,0,14,netinform.hu,1,22,0,4,0,1260,1,0,0,1.0,2.0,0
brightstar.com.py,0,17,gvc.ceas-challenge.cc,1,44,0,1,0,319,0,0,1,1.0,2.0,1
oldmac.com.au,0,13,,1,46,0,0,1,73,0,1,1,22.0,1.0,1
,0,0,gvc.ceas-challenge.cc,1,39,0,1,0,86,1,0,0,23.0,1.0,1
jig.jp,0,6,gvc.ceas-challenge.cc,1,44,0,1,0,315,0,0,1,1.0,2.0,1
osceolafencesupply.com,0,22,gvc.ceas-challenge.cc,1,22,0,4,0,165,1,0,0,22.0,1.0,1
netinform.hu,0,12,postfix.org,1,22,0,4,0,1044,0,0,0,4.0,2.0,0
synchronome.com,0,15,gvc.ceas-challenge.cc,1,73,0,6,0,37,0,0,0,1.0,2.0,1
porcupine.org,0,13,postfix.org,1,22,0,4,0,1587,0,0,0,22.0,1.0,0
krv-lawfirm.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,21.0,1.0,1
fragrancenet.com,0,16,gvc.ceas-challenge.cc,1,67,0,7,1,1806,2,0,1,15.0,1.0,0
metalurgia.pl,0,13,gvc.ceas-challenge.cc,1,24,0,1,0,300,1,2,1,23.0,1.0,1
asbointl.org,0,12,gvc.ceas-challenge.cc,1,49,0,6,0,259,1,0,0,23.0,1.0,1
dk-fr.com,1,9,gvc.ceas-challenge.cc,1,21,0,1,0,325,0,1,1,1.0,2.0,1
cracantu.it,0,11,gvc.ceas-challenge.cc,1,36,0,0,0,343,0,0,1,1.0,2.0,1
netinform.hu,0,12,postfix.org,1,22,0,4,0,1906,0,0,0,4.0,2.0,0
,0,0,gvc.ceas-challenge.cc,1,25,0,1,0,120,1,0,0,23.0,1.0,1
brantfordjobs.com,0,17,gvc.ceas-challenge.cc,1,44,0,1,0,128,0,1,1,6.0,2.0,1
2k.jo,1,5,gvc.ceas-challenge.cc,1,20,0,5,0,3895,24,0,0,4.0,2.0,1
bblfish.net,0,11,lists.gnomehack.com,1,36,0,3,0,321,4,0,0,5.0,2.0,0
sheepsystems.com,0,16,yahoogroups.com,1,74,1,2,0,401,0,0,0,20.0,1.0,0
ndu.ac.at,0,9,gvc.ceas-challenge.cc,1,33,0,0,0,304,0,0,1,1.0,2.0,1
kings.edu,0,9,gvc.ceas-challenge.cc,1,19,0,0,0,34,0,0,0,1.0,2.0,1
aaai.org,1,8,gvc.ceas-challenge.cc,1,27,1,9,0,2688,3,1,1,19.0,1.0,0
budstikka.no,0,12,gvc.ceas-challenge.cc,1,49,0,1,0,236,0,1,0,22.0,1.0,1
triathlon.org,0,13,gvc.ceas-challenge.cc,1,60,1,10,0,326,1,0,0,5.0,2.0,1
gonsa.cl,0,8,gvc.ceas-challenge.cc,1,24,1,1,0,90,1,2,0,7.0,2.0,1
prevent-ip.org,0,14,gvc.ceas-challenge.cc,1,56,0,3,0,183,1,0,0,22.0,1.0,1
scwater.com,0,11,gvc.ceas-challenge.cc,1,48,0,1,0,327,0,0,1,1.0,2.0,1
morganstanley.com,0,17,postfix.org,1,22,0,4,0,1250,1,0,1,22.0,1.0,0
stellargrp.net,0,14,gvc.ceas-challenge.cc,1,7,0,1,0,38,0,0,0,1.0,2.0,1
fol01.org,1,9,gvc.ceas-challenge.cc,1,11,0,1,0,322,0,0,1,1.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,35,0,1,0,112,1,0,0,13.0,2.0,1
porcupine.org,0,13,postfix.org,1,22,0,4,0,1817,2,0,0,22.0,1.0,0
academicsuperstore.messages3.com,1,32,gvc.ceas-challenge.cc,1,53,0,6,0,6982,13,7,1,22.0,1.0,0
icu.ac.jp,0,9,gvc.ceas-challenge.cc,1,15,1,1,0,74,1,2,0,22.0,0.0,1
icu.ac.jp,0,9,gvc.ceas-challenge.cc,1,24,0,1,0,67,1,2,0,22.0,0.0,1
porcupine.org,0,13,postfix.org,1,47,0,6,0,409,0,0,0,22.0,1.0,0
vv.se,0,5,gvc.ceas-challenge.cc,1,32,0,0,0,320,0,0,1,1.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,24,0,1,0,72,1,0,0,4.0,2.0,1
squirrelmail.org,0,16,lists.sourceforge.net,1,28,0,15,0,680,2,0,0,19.0,1.0,0
ciobgyn.com,0,11,gvc.ceas-challenge.cc,1,44,0,1,0,309,0,0,1,13.0,1.0,1
lav.de,0,6,gvc.ceas-challenge.cc,1,37,0,1,0,292,1,1,0,5.0,2.0,1
icu.ac.jp,0,9,gvc.ceas-challenge.cc,1,15,1,1,0,78,1,2,0,22.0,0.0,1
lav.de,0,6,gvc.ceas-challenge.cc,1,27,0,1,0,290,1,2,0,5.0,2.0,1
aaas-alerts.org,0,15,gvc.ceas-challenge.cc,1,28,0,7,0,1429,4,0,1,19.0,1.0,0
icu.ac.jp,0,9,gvc.ceas-challenge.cc,1,17,0,0,0,77,1,2,0,22.0,0.0,1
thoughttechnology.com,0,21,gvc.ceas-challenge.cc,1,19,0,3,0,90,0,1,0,4.0,2.0,1
optushome.com.au,1,16,gvc.ceas-challenge.cc,1,48,0,1,0,308,0,0,1,1.0,2.0,1
packernet.com,0,13,gvc.ceas-challenge.cc,1,27,2,10,1,310,1,1,0,4.0,0.0,1
leisergmbh.de,0,13,gvc.ceas-challenge.cc,1,47,0,1,0,585,1,5,1,6.0,2.0,1
360-design.dk,1,13,gvc.ceas-challenge.cc,1,20,0,5,0,3894,24,0,0,19.0,1.0,1
goldenbares.com,0,15,lists.sourceforge.net,1,32,0,16,0,1386,6,0,0,19.0,1.0,0
cityrama.at,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,23.0,1.0,1
v.loewis.de,0,11,cheimes.de,1,50,0,5,0,1199,2,0,1,4.0,2.0,0
download.online.com,0,19,gvc.ceas-challenge.cc,1,54,0,8,0,5502,0,4,1,19.0,1.0,0
ouhsc.edu,1,9,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,12.0,2.0,1
regemann.de,0,11,gvc.ceas-challenge.cc,1,55,0,1,0,627,1,4,1,1.0,2.0,1
klmicrowave.com,0,15,gvc.ceas-challenge.cc,1,53,0,1,0,66,0,3,0,1.0,2.0,1
squirrelmail.org,0,16,lists.sourceforge.net,1,32,0,16,0,2544,2,0,0,19.0,1.0,0
broadbandcooperative.com,0,24,gvc.ceas-challenge.cc,1,28,0,2,0,209,0,1,0,0.0,2.0,1
goldenbares.com,0,15,lists.sourceforge.net,1,32,0,16,0,1443,6,0,0,19.0,1.0,0
tradeweb.com,0,12,gvc.ceas-challenge.cc,1,43,0,1,0,77,0,0,0,1.0,2.0,1
gmail.com,0,9,porcupine.org,1,52,0,2,0,898,0,0,0,20.0,1.0,0
bwc.state.oh.us,0,15,gvc.ceas-challenge.cc,1,36,0,1,0,316,0,0,1,1.0,2.0,1
agencywire.com,0,14,gvc.ceas-challenge.cc,1,17,0,0,0,66,1,2,0,6.0,2.0,1
abcdata.de,0,10,gvc.ceas-challenge.cc,1,28,0,3,0,159,1,0,0,6.0,2.0,1
goldenbares.com,0,15,lists.sourceforge.net,1,32,0,16,0,3905,6,0,0,19.0,1.0,0
agencywire.com,0,14,gvc.ceas-challenge.cc,1,24,0,1,0,79,1,2,0,6.0,2.0,1
wieden-braeu.at,0,15,gvc.ceas-challenge.cc,1,11,0,2,0,296,1,2,0,5.0,2.0,1
roosfan.com,0,11,gvc.ceas-challenge.cc,1,11,0,0,0,264,0,0,0,20.0,1.0,1
ema10.net,1,9,gvc.ceas-challenge.cc,1,34,1,4,0,16763,51,28,1,22.0,1.0,0
gvc.ceas-challenge.cc,0,21,gvc.ceas-challenge.cc,0,31,1,2,0,485,0,2,0,20.0,1.0,1
squirrelmail.org,0,16,,1,32,0,16,0,4049,2,0,0,19.0,1.0,0
sedgwickcms.com,1,15,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,22.0,1.0,1
gmail.com,0,9,,1,36,0,0,0,3880,0,2,1,4.0,2.0,0
aquarius-lj.si,0,14,gvc.ceas-challenge.cc,1,35,0,1,0,337,0,0,1,1.0,2.0,1
eurosicma.it,0,12,gvc.ceas-challenge.cc,1,15,1,1,0,85,1,2,0,7.0,2.0,1
cfevans.com,1,11,gvc.ceas-challenge.cc,1,20,0,5,0,3918,24,0,0,0.0,2.0,1
cs.columbia.edu,0,15,gmail.com,1,43,0,6,0,1265,2,1,1,22.0,1.0,0
pace.edu,0,8,pace.edu,0,28,0,2,0,16103,77,3,1,3.0,2.0,0
rudersport.de,0,13,spamassassin.apache.org,1,31,0,1,0,1023,0,1,0,4.0,2.0,0
comicmembers.com,0,16,gvc.ceas-challenge.cc,1,26,0,4,0,376,0,0,0,19.0,1.0,0
career-digest.com,0,17,gvc.ceas-challenge.cc,1,28,0,1,0,4458,5,3,1,19.0,1.0,0
thecareernews.com,0,17,earthlink.net,1,29,0,1,0,4438,5,3,1,19.0,1.0,0
gmail.com,0,9,googlegroups.com,1,30,0,4,0,608,1,0,0,3.0,2.0,0
packtpub.com,0,12,gvc.ceas-challenge.cc,1,46,0,7,0,175,1,2,0,22.0,1.0,1
baratel.com,0,11,postfix.org,1,12,0,0,0,337,0,0,0,14.0,2.0,0
marchmail.com,0,13,gvc.ceas-challenge.cc,1,42,0,8,0,1211,1,2,1,23.0,1.0,1
btc.bg,0,6,gvc.ceas-challenge.cc,1,45,0,1,0,290,0,1,0,23.0,1.0,1
bloomcraft.com,0,14,gvc.ceas-challenge.cc,1,18,0,3,0,248,0,0,0,9.0,2.0,1
users.sourceforge.net,0,21,lists.sourceforge.net,1,32,0,16,0,1270,2,0,0,5.0,2.0,0
cnet.online.com,0,15,gvc.ceas-challenge.cc,1,26,0,4,0,4204,0,1,1,19.0,1.0,0
wikipedia.org,0,13,gvc.ceas-challenge.cc,1,60,1,9,0,165,1,0,1,23.0,1.0,1
democracyforamerica.com,0,23,gvc.ceas-challenge.cc,1,31,2,3,0,1584,5,1,1,3.0,2.0,0
amaltea.ro,0,10,gvc.ceas-challenge.cc,1,30,0,3,0,141,1,0,0,12.0,2.0,1
ieee.org,0,8,python.org,1,36,0,3,0,2700,3,0,1,21.0,1.0,0
gert.de,0,7,gvc.ceas-challenge.cc,1,76,0,3,0,659,1,3,1,9.0,2.0,1
freeculture.org,0,15,gvc.ceas-challenge.cc,1,49,0,0,0,428,0,0,0,6.0,2.0,1
,0,0,gvc.ceas-challenge.cc,1,33,0,1,0,73,1,0,0,5.0,2.0,1
my.trnewsletter.com,0,19,gvc.ceas-challenge.cc,1,51,0,4,0,3089,7,2,1,21.0,1.0,0
,0,0,gvc.ceas-challenge.cc,1,24,0,1,0,173,2,0,0,20.0,1.0,1
tennisplanet.com,0,16,gvc.ceas-challenge.cc,1,17,0,0,0,82,1,1,0,5.0,2.0,1
clear.net.nz,0,12,gvc.ceas-challenge.cc,1,71,0,6,0,876,0,0,0,16.0,2.0,0
dominicalrealty.com,0,19,gvc.ceas-challenge.cc,1,64,0,1,0,131,0,0,0,5.0,2.0,1
sportshollywood.com,0,19,gvc.ceas-challenge.cc,1,54,0,4,0,209,1,0,0,0.0,2.0,1
theballoonroom.net,0,18,gvc.ceas-challenge.cc,1,17,0,3,0,90,0,1,0,5.0,2.0,1
marriott.delivery.net,0,21,gvc.ceas-challenge.cc,1,31,0,5,0,8406,48,4,1,19.0,1.0,0
